id,V,A,D,stdV,stdA,stdD,N,text,document,category,subcategory
Nathans_Bylichka_55367_55434,2.8,3.2,3.2,0.4,0.4,0.4,5,i dodged but he tossed it and i held the box in front of my face .,Nathans_Bylichka,fiction, 
20020731-nyt_40872_41021,2.6,2.6,3.0,0.49,0.8,0.0,5,the verdict should be annulled not just on humanitarian grounds but because his prosecution is an abrogation of the most basic standards of justice .,20020731-nyt,newspaper,nyt
Fermentation_HR5034_4488_4563,3.0,3.0,3.2,0.0,0.0,0.4,5,it does not mandate a direct shipping law where there currently is not one .,Fermentation_HR5034,blog, 
Nathans_Bylichka_18448_18497,3.0,3.0,2.75,0.0,0.0,0.43,4,nathan i told you : my family owes yours a debt .,Nathans_Bylichka,fiction, 
Fermentation_HR5034_13498_13612,3.0,2.8,3.2,0.0,0.4,0.4,5,in most cases where state laws allow shipping you can get a bottle of wine shipped from the winery of your choice .,Fermentation_HR5034,blog, 
SemEval_1398,3.0,2.8,3.2,0.0,0.4,0.4,5,uk soldiers cleared of iraq abuse,SemEval,SemEval,
cable_spool_fort_1738_1801,3.2,2.8,3.0,0.4,0.4,0.0,5,the older boys lay around in shade and napped inside the walls .,cable_spool_fort,fiction, 
Black_and_white_11547_11636,3.2,3.2,3.0,0.4,0.4,0.0,5,crisp whiteness on the other hand expresses a sort of luxury and leisure .,Black_and_white,essays, 
NYTnewswire9_4742_4798,2.8,2.6,3.4,0.4,0.49,0.49,5,his first order appointed karnes adjutant for the 509th .,NYTnewswire9,newspaper,nyt
NYTnewswire7_3087_3259,2.6,3.2,3.4,0.8,0.4,0.49,5,"we ' ve discontinued selling swordfish chilean seabass orange roughy and marlin "" said mark cockcroft national seafood buyer for wild oats markets a chain of 103 stores .",NYTnewswire7,newspaper,nyt
116CUL032_1212_1431,3.2,3.2,3.2,0.4,0.4,0.4,5,recently through a lot of hard work and alliances with organizations like yours some steps have been taken in our community that will help young people continue to be involved in positive activities .,116CUL032,letters,philanthropic-fundraising
wsj_2465_3594_3809,2.6,3.0,3.0,0.49,0.63,0.0,5,"if the cartel succeeds in blackmailing the colombian authorities into negotiations the cartel will be in control and fidel can exploit his past relationships with them "" he told the journal ' s david asman recently .",wsj_2465,newspaper,wsj
SemEval_587,3.4,3.2,3.2,0.49,0.4,0.4,5,more sleep healthier slimmer children,SemEval,SemEval,
NYTnewswire3_2855_2922,3.33,2.67,3.67,0.47,0.47,0.47,3,"to play to win in technology you innovate and you lead "" he said .",NYTnewswire3,newspaper,nyt
How_soon-Fans_3701_3806,2.83,2.83,3.17,0.37,0.9,0.37,6,even if you have 3 million+ fans and they are all well behaved citizens what is the real marketing value ?,How_soon-Fans,blog, 
wsj_0160_425_435,3.0,2.8,3.0,0.0,0.4,0.0,5,unusual .,wsj_0160,newspaper,wsj
Ant_Robot_37684_37738,3.0,2.67,2.67,0.0,0.47,0.47,3,a program encoding this behavior might look like this :,Ant_Robot,essays, 
detroit_4953_5011,3.4,3.2,3.0,0.49,0.4,0.0,5,ultimately i do believe that change will come to detroit .,detroit,blog, 
SemEval_635,3.0,3.0,3.0,0.0,0.0,0.0,5,stepping back in time at ski resort,SemEval,SemEval,
Acephalous-Cant-believe_1426_1520,3.8,3.4,3.2,0.75,0.49,0.4,5,since when i was your age i had fun playing with my adorable son and caring for another baby .,Acephalous-Cant-believe,blog, 
Nathans_Bylichka_13596_13672,2.8,3.4,2.8,0.4,0.49,0.4,5,i . . . i noticed him from across the room when i was looking around for rachel .,Nathans_Bylichka,fiction, 
hotel-california_24966_24997,3.0,2.6,3.0,0.0,0.8,0.0,5,i looked at zheng; he shrugged .,hotel-california,fiction, 
hotel-california_22954_22997,2.8,2.8,3.0,0.4,0.4,0.0,5,well ray said slowly people do leave .,hotel-california,fiction, 
A_defense_of_Michael_Moore_27723_27845,3.4,3.0,3.4,0.49,0.89,0.8,5,certainly moore is one of the most talented filmmakers in the united states today and his film fully deserved its oscar .,A_defense_of_Michael_Moore,essays, 
Nathans_Bylichka_13487_13517,3.4,3.4,3.4,0.49,0.49,0.49,5,its okay you can trust him .,Nathans_Bylichka,fiction, 
anth_essay_4_1071_1305,3.0,3.0,3.0,0.0,0.0,0.0,5,therefore when considering the indigenous revitalization movements which began in 20th century latin america the impact of those indigenous languages on those movements and the nature of the identity of the peoples themselves is key .,anth_essay_4,essays, 
captured_moments_37195_37263,2.8,2.8,2.4,0.4,0.4,0.49,5,his lips contorted as if they had lost their ability to shape sound .,captured_moments,fiction, 
Nathans_Bylichka_21796_21808,4.0,3.2,2.8,0.63,0.4,0.4,5,thank you .,Nathans_Bylichka,fiction, 
IntroDublin_7442_7613,3.0,2.8,2.6,0.63,0.75,0.49,5,and young graduates are not leaving now multinational corporations and european union investment mean there are plenty of opportunities for them at home .,IntroDublin,travel-guides, 
hotel-california_21470_21480,3.0,2.67,3.0,0.0,0.47,0.0,3,she asked .,hotel-california,fiction, 
SemEval_600,2.8,2.8,3.2,0.4,0.4,0.4,5,man rides stationary bike for 85 hours,SemEval,SemEval,
Seedbombing_5334_5354,3.5,3.0,3.0,0.5,0.0,0.0,2,awesome idea though .,Seedbombing,blog, 
NYTnewswire9_136_158,3.0,3.0,3.0,0.0,0.0,0.0,3,a mission to end a war,NYTnewswire9,newspaper,nyt
defenders5_6808_6957,2.5,3.75,3.75,0.87,0.43,0.43,4,1 . sign the enclosed citizens advisory ballot to show your support for repealing same day airborne land and shoot wolf killing in alaska;,defenders5,letters,solicitation-brochures
Homosexuality_16053_16315,3.0,3.0,3.0,0.0,0.0,0.0,5,for instance heterosexual males have an average of five times as many children as homosexual ones as a female is required to reproduce children yet homosexuals are by definition not sexually attracted to females .,Homosexuality,essays, 
20020731-nyt_31229_31822,2.6,2.6,3.0,0.8,0.8,0.0,5,continuation of a personal and official relationship with mr . chang under circumstances where you knew that he was attempting to ingratiate himself in part through a pattern of attempts to provide you and those around you with gifts over a period of several years when you and your senate office were taking official actions of benefit to mr . chang ( contacting united states government officials writing letters to foreign government officials and involving mr . chang of his representatives in situations where you were meeting with officials of foreign governments ) evidenced poor judgment .,20020731-nyt,newspaper,nyt
captured_moments_9084_9156,3.75,3.25,3.25,0.43,0.43,0.43,4,i went on a spree and it must have been a good one .,captured_moments,fiction, 
aspca1_1491_1554,2.6,3.0,2.6,0.49,0.63,0.49,5,when our officers arrived astro was too weak to even stand up .,aspca1,letters,solicitation-brochures
Ant_Robot_32402_32667,3.0,2.6,3.0,0.0,0.49,0.0,5,implementations of chemical gradient following robots using two sensors on antennae stalks has been successful in with analog robots in the past ( webb 1998 ) regardless of the potential problem of airflow causing a disturbed gradient over evaporating pheromones .,Ant_Robot,essays, 
detroit_12208_12263,3.0,3.0,3.0,0.0,0.0,0.0,5,did we build sane sustainable survival shelter homes ?,detroit,blog, 
115CVL037_585_633,3.2,3.2,3.4,0.4,0.4,0.49,5,school age child care for and children and youth,115CVL037,letters,philanthropic-fundraising
WhereToHongKong_39546_39676,3.0,2.6,2.6,0.0,0.49,0.49,5,china and japan were not on speaking terms so trade between them had to be channeled through a neutral middleman .,WhereToHongKong,travel-guides, 
Fermentation_HR5034_11464_11489,3.0,3.0,3.0,0.0,0.0,0.0,4,july 16 2010 at 10 : 41 am,Fermentation_HR5034,blog, 
115CVL035_1863_2031,3.4,3.2,3.4,0.49,0.4,0.49,5,target is well known for it ' s support of the community and we believe that the summer enrichment program represents your interests and concerns quite well .,115CVL035,letters,philanthropic-fundraising
WhereToHongKong_42376_42539,3.0,2.8,3.2,0.0,0.4,0.4,5,outside the terminal you will find taxis as well as buses to all points ( take 3 3a 10 or 10a to the historic center; exact change is required ) .,WhereToHongKong,travel-guides, 
A_defense_of_Michael_Moore_1353_1435,3.0,3.2,2.6,0.63,0.75,0.8,5,his documentary is full of subtle humor jaw dropping dialogue and dark contrasts .,A_defense_of_Michael_Moore,essays, 
united1_1601_1739,3.0,2.6,3.0,0.0,0.8,0.0,5,price is per person based on double occupancy for cruise only may vary by sail date and requires full payment at the time of purchase .,united1,letters,solicitation-brochures
20020731-nyt_41778_41892,3.2,3.2,3.2,0.4,0.4,0.4,5,that aid bonanza was granted to reward mubarak ' s predecessor anwar sadat for signing a peace treaty with israel .,20020731-nyt,newspaper,nyt
SemEval_1157,3.0,3.2,2.8,0.0,0.4,0.4,5,teen allegedly armed by mom turns self in,SemEval,SemEval,
lw1_1021_1032,2.2,3.6,3.4,0.75,0.49,0.49,5,tara fumed .,lw1,fiction, 
WhatToHongKong_4521_4537,3.0,3.0,3.0,0.0,0.0,0.0,5,factory outlets .,WhatToHongKong,travel-guides, 
SemEval_200,3.0,2.5,3.0,0.0,0.5,0.0,2,5000 flee plant fire,SemEval,SemEval,
SemEval_188,2.8,3.0,3.0,0.4,0.0,0.0,5,school ends football season after 0 4 start,SemEval,SemEval,
blog-monastery_2952_3084,3.0,3.0,3.4,0.0,0.0,0.49,5,ever since the 1920s their science has been about observation of behavior questionnaires recordings of electrical brain activity .,blog-monastery,blog, 
20020731-nyt_5353_5550,2.8,2.6,3.2,0.4,0.49,0.4,5,according to two government officials involved in the inquiry the ethics committee received a vast amount of information from federal investigators some of it under a court order issued in march .,20020731-nyt,newspaper,nyt
WhatToHongKong_20480_20485,3.0,3.2,3.2,0.0,0.4,0.4,5,golf .,WhatToHongKong,travel-guides, 
20020731-nyt_20953_21006,3.0,3.0,3.0,0.0,0.0,0.0,5,seventy students are participating in summer classes .,20020731-nyt,newspaper,nyt
SemEval_619,3.0,3.0,3.33,0.0,1.0,0.47,6,sleep more to fight childhood obesity,SemEval,SemEval,
SemEval_553,2.0,2.8,3.4,0.63,0.4,0.49,5,microsoft sony we have a problem,SemEval,SemEval,
lessig_blog-carbon_6870_7037,3.0,3.0,3.0,0.0,0.0,0.0,5,jutta kill of the forests and the european union resource network ( fern ) was the most vehement opponent of the practice arguing it probably did more harm than good .,lessig_blog-carbon,blog, 
HistoryLasVegas_4693_4745,3.0,2.8,3.2,0.0,0.4,0.4,5,despite his ambition gass success was short lived .,HistoryLasVegas,travel-guides, 
Nathans_Bylichka_11412_11474,2.75,3.0,2.75,0.43,0.0,0.43,4,hey i said are you sure that we should be going this way ?,Nathans_Bylichka,fiction, 
WhatToHongKong_18863_18992,3.0,3.0,3.0,0.0,0.0,0.0,5,soho along with the lan kwai fong area is popular with chuppies ( hong kong yuppies ) and has a lively bar scene .,WhatToHongKong,travel-guides, 
Nathans_Bylichka_15984_16058,2.33,3.0,3.0,0.94,0.82,0.82,3,the yellow of this sky wasnt just smog : it had a leeching heavy dimness .,Nathans_Bylichka,fiction, 
SemEval_84,4.0,3.8,3.4,0.89,0.75,0.49,5,three drivers had reason to be proud in brazil,SemEval,SemEval,
captured_moments_26315_26346,3.0,3.2,2.8,0.0,0.4,0.4,5,he lives around here somewhere .,captured_moments,fiction, 
NYTnewswire6_6936_6941,3.0,2.8,3.0,0.0,0.4,0.0,5,list>,NYTnewswire6,newspaper,nyt
Ant_Robot_19917_20121,3.25,2.75,3.75,0.43,1.09,0.83,4,to ease anties on board memory requirements and processing capabilities ( and to make all the rest of the pseudocode easier for the reader to understand ) i propose a few global variables and subroutines .,Ant_Robot,essays, 
How_soon-Fans_1762_1894,3.0,2.6,3.2,0.0,0.8,0.4,5,i ' m guessing it had something to do with the venom and general anarchy the page had created by buying fans rather than growing them .,How_soon-Fans,blog, 
20020731-nyt_15840_16082,2.33,3.33,2.33,0.94,0.47,0.94,3,floyd did not produce the kind of offense the expos expected from him so omar minaya the expos ' aggressive rookie general manager turned around and sent him to the red sox in exchange two south korean pitchers and a player yet to be named .,20020731-nyt,newspaper,nyt
NYTnewswire3_5361_5401,3.0,2.67,3.0,0.0,0.47,0.0,3,they look more like workers in a bakery .,NYTnewswire3,newspaper,nyt
SemEval_1351,3.33,3.0,3.0,0.47,0.0,0.0,3,study : on the job naps might help heart,SemEval,SemEval,
captured_moments_22901_22939,3.0,3.2,3.0,0.0,0.4,0.0,5,i think they ' re his natural features .,captured_moments,fiction, 
HistoryLasVegas_6414_6577,3.4,3.2,3.4,0.49,0.4,0.49,5,in early 1905 the route between los angeles and salt lake city was completed and train tracks bore right down the center of the las vegas valley .,HistoryLasVegas,travel-guides, 
Homosexuality_8350_8723,3.0,2.8,3.0,0.0,0.4,0.0,5,perhaps one of the most famous studies on this topic was concluded in 1991 by michael bailey an assistant professor of psychology at northwestern university and richard pillard an associate professor of psychiatry at boston university school of medicine and found that sexual orientation in males is largely due to genetics .,Homosexuality,essays, 
wsj_0124_839_932,2.8,2.8,3.2,0.4,0.4,0.4,5,in addition operating results were hit by an increase in loan and real estate loss reserves .,wsj_0124,newspaper,wsj
NYTnewswire9_7218_7313,3.0,3.33,3.0,0.0,0.47,0.0,3,three b 29s had gone ahead to check the weather at hiroshima and two other possible bomb sites .,NYTnewswire9,newspaper,nyt
SemEval_922,3.0,2.8,2.8,0.0,0.4,0.4,5,de villiers takes over dakar lead,SemEval,SemEval,
NYTnewswire6_7035_7252,3.0,3.0,3.0,0.0,0.0,0.0,5,she never subscribed to cuisine minceur cholesterol free cooking meat free meal plans organic food or any of the other politically correct trends of different times and that includes restricted diets in spades .,NYTnewswire6,newspaper,nyt
cable_spool_fort_7459_7567,3.0,2.6,3.2,0.0,1.02,0.4,5,roy held stickers in his hand like flowers but he bent looking down and snatched something from the ground .,cable_spool_fort,fiction, 
Uprooted_Farming-on-Sand_164_310,3.33,3.67,3.0,0.47,0.47,0.0,3,read about death & carnage in the shell shop find out about the eco friendly food scene look at the pretty pretty sunset or continue on . . .,Uprooted_Farming-on-Sand,blog, 
captured_moments_22297_22304,3.0,3.0,3.0,0.0,0.0,0.0,5,true .,captured_moments,fiction, 
Homosexuality_5166_5340,3.33,3.67,3.67,0.47,0.47,0.47,3,i am . . . of the firm conviction that homosexuals must not be treated as sick people . . . homosexual persons are not sick . they also do not belong in a court of law !,Homosexuality,essays, 
112C-L015_1087_1146,3.5,3.5,3.5,0.5,0.87,0.5,4,your contribution will make a difference in a child ' s life .,112C-L015,letters,philanthropic-fundraising
Nathans_Bylichka_17798_17937,3.0,3.0,3.0,0.0,0.0,0.0,5,setting an arm on my shoulder he said nathan what you see here might be frightening but those things you saw are people just like you .,Nathans_Bylichka,fiction, 
hotel-california_33656_33680,2.6,3.0,3.2,0.49,0.0,0.4,5,i didn ' t want to forget .,hotel-california,fiction, 
The_Black_Willow_8133_8209,2.75,3.0,3.25,0.43,0.71,0.83,4,"perhaps it would "" allan replied rising and vainly straightening his suit .",The_Black_Willow,fiction, 
Bartok_3489_3616,3.0,2.2,3.2,0.0,0.98,0.4,5,using this interpretation we can map out the local tonics ( tonal centers ) used throughout the movement as shown in example 2 .,Bartok,essays, 
Uprooted_Bike_1976_1988,3.2,3.0,3.0,0.4,0.0,0.0,5,they get it .,Uprooted_Bike,blog, 
hotel-california_30978_30994,2.0,4.0,3.6,0.63,0.63,0.49,5,that ' s murder,hotel-california,fiction, 
lessig_blog-carbon_5531_5616,3.0,3.2,3.2,0.0,0.75,0.4,5,they are both ten years old and we probably won ' t replace them for another ten years .,lessig_blog-carbon,blog, 
lessig_blog-carbon_789_813,3.0,3.0,3.0,0.0,0.0,0.0,3,carbon offset program .,lessig_blog-carbon,blog, 
AMC2_1985_2169,3.0,3.0,3.0,0.0,0.0,0.0,5,it includes detailed maps and photographs; camping and picnicking information; driving parking and canoe put in instructions; illustrated nature essays; tips on safety and equipment .,AMC2,letters,solicitation-brochures
wwf12_3984_4151,3.2,3.0,3.0,0.4,0.0,0.0,5,once again please accept my warmest gratitude for your past support and please take a moment today to renew your critically important wwf annual membership .,wwf12,letters,solicitation-brochures
hotel-california_28462_28472,2.8,3.2,3.4,0.4,0.4,0.49,5,tell me,hotel-california,fiction, 
A_defense_of_Michael_Moore_13908_14071,2.4,2.8,3.2,0.49,0.4,0.4,5,unfortunately because the zooming is rather fast it is easy to miss the rest of the sentence so as you correctly note some viewers got an incorrect impression .,A_defense_of_Michael_Moore,essays, 
lw1_539_585,4.17,4.33,3.17,0.9,0.75,0.37,6,tarrin says the planet ' s a freaking gemstone !,lw1,fiction, 
118CWL048_1006_1066,3.0,3.5,2.5,0.0,0.5,0.87,4,over 150 girls are currently waiting for a big sister .,118CWL048,letters,philanthropic-fundraising
SemEval_1103,3.2,3.0,3.4,0.4,0.0,0.8,5,king county offering some free flu vaccines,SemEval,SemEval,
Fermentation_Eminent-Domain_9852_9875,3.0,2.6,3.0,0.0,0.49,0.0,5,fredric koeppel said . . .,Fermentation_Eminent-Domain,blog, 
115CVL035_2157_2199,3.8,3.8,3.0,0.75,0.75,0.0,5,we look forward to hearing from you .,115CVL035,letters,philanthropic-fundraising
SemEval_1233,3.4,3.2,3.0,0.49,0.4,0.0,5,' cagney & lacey ' finally coming to dvd,SemEval,SemEval,
SemEval_1382,2.8,2.8,2.6,0.4,0.75,1.02,5,cousin : gunman was srebrenica survivor,SemEval,SemEval,
hotel-california_17944_17981,3.0,3.33,3.33,0.0,0.47,0.47,3,i still like my idea said tiffany .,hotel-california,fiction, 
20020731-nyt_22937_22981,3.0,3.2,3.2,0.0,0.75,0.4,5,his current class is rebuilding a black one .,20020731-nyt,newspaper,nyt
114CUL057_1008_1111,3.2,3.8,3.8,0.4,1.17,0.4,5,in addition we will have soft drinks and a raffle so that you can walk home with a great prize !,114CUL057,letters,philanthropic-fundraising
IFAW1_3067_3112,2.5,3.0,3.0,0.5,0.0,0.0,2,i wont even ask if you support this program .,IFAW1,letters,solicitation-brochures
guidedogs1_1690_1738,3.17,2.83,3.0,0.37,0.9,0.58,6,now my guide dog franklin walks me says sead .,guidedogs1,letters,solicitation-brochures
hotel-california_22876_22904,3.0,3.0,3.0,0.0,0.0,0.0,5,kishori nodded in agreement .,hotel-california,fiction, 
captured_moments_22628_22645,2.75,3.25,3.25,0.43,0.43,0.43,4,you ' re jealous .,captured_moments,fiction, 
captured_moments_15506_15668,3.0,2.67,2.67,0.0,0.47,0.47,3,moreover he never did portraits of famous people; his works were therefore the reality and could never be compared to it .,captured_moments,fiction, 
vampires_3992_4037,3.2,3.2,3.0,0.4,0.4,0.0,5,you can find more information on our website .,vampires,blog, 
Fermentation_Eminent-Domain_4949_4969,3.0,2.8,3.0,0.0,0.4,0.0,5,james mccann said . . .,Fermentation_Eminent-Domain,blog, 
The_Black_Willow_5250_5304,2.2,2.6,3.0,0.98,0.8,0.0,5,"perfectly dreadful my dear mr . mason "" allan sighed .",The_Black_Willow,fiction, 
20020731-nyt_39653_39795,3.2,3.4,3.4,0.4,0.49,0.49,5,the supreme court overturned that sentence in july 1998 ruling that the prosecution had failed to disclose important information to the jury .,20020731-nyt,newspaper,nyt
easy_money_5079_5154,3.0,3.0,3.0,0.0,0.0,0.0,3,and how the missionaries came and the converted natives had destroyed more .,easy_money,fiction, 
Black_and_white_1854_2166,3.2,3.0,3.0,0.4,0.0,0.0,5,it is by color alone that a certain stone tells us it is a sapphire or emerald . . . color then is the peculiar characteristic of the lower forms of nature while drawing becomes the medium of expression more and more dominant the higher we rise in the scale of being,Black_and_white,essays, 
Nathans_Bylichka_33157_33183,2.0,2.75,2.75,0.0,0.43,0.43,4,that made me a little sad .,Nathans_Bylichka,fiction, 
WhereToHongKong_42548_42646,3.2,3.2,3.2,0.4,0.4,0.4,5,youll also be approached by pedicab drivers; these are tricycles carrying two passengers .,WhereToHongKong,travel-guides, 
SemEval_98,3.0,2.6,2.6,0.0,0.49,0.49,5,budapest calm after night of violent protests,SemEval,SemEval,
wsj_0189_503_594,3.0,2.8,2.8,0.0,0.4,0.4,5,this year ' s results included a gain of $70 . 2 million on the disposal of seafood operations .,wsj_0189,newspaper,wsj
hotel-california_21482_21493,2.8,3.0,3.2,0.4,1.1,0.4,5,i shrugged .,hotel-california,fiction, 
WhereToHongKong_9490_9663,3.0,2.6,3.0,0.0,0.8,0.0,5,walk west along hollywood road until you come to man mo temple the islands oldest house of worship ( though the date of its founding is subject to dispute ) .,WhereToHongKong,travel-guides, 
SemEval_1149,2.67,2.83,3.33,0.75,0.9,0.47,6,apple ' s dark secret ? the 39% claim,SemEval,SemEval,
Nathans_Bylichka_45546_45651,3.0,3.5,2.5,0.0,0.5,0.5,4,he glanced at me with honest concern probably the first honest moment hed shown me : is she all right ?,Nathans_Bylichka,fiction, 
Ohio_Steel_3300_3378,2.75,3.25,3.25,0.43,0.43,0.43,4,their blast furnace hopewell was the very first blast furnace in the area .,Ohio_Steel,essays, 
lessig_blog-carbon_6021_6145,2.6,3.2,3.2,0.8,0.4,0.4,5,no motorized equipment is required to maintain my garden which is now over ten thousand square feet of co2 consuming plants .,lessig_blog-carbon,blog, 
captured_moments_21909_21921,2.25,3.0,2.75,0.43,0.0,0.43,4,i ' m sorry .,captured_moments,fiction, 
Ohio_Steel_2197_2827,2.6,3.2,3.0,0.8,0.4,0.0,5,when examining the areas history culture and economic situation we can identify four main reasons : the refusal of the international leadership of united steelworkers of america to support their unions youngstown branch the lagging international steel market the lack of a clear organized vision for individual initiatives such as the save our valley campaign and crippling regionalism which caused animosity between different small towns in the region all contributed in some way to the failure of the workers and union leaders to save the industry .,Ohio_Steel,essays, 
SemEval_1007,2.8,3.0,3.2,0.4,0.0,0.4,5,iran says sunnis using pakistan as base planned fatal bombing,SemEval,SemEval,
captured_moments_36659_36771,2.8,3.0,3.4,0.4,0.63,0.49,5,i think i was wondering what it meant to say that a thing was art so we accepted it as art .,captured_moments,fiction, 
Nathans_Bylichka_37929_37965,3.0,3.0,3.0,0.0,0.0,0.0,5,are you sure shes no help to you ?,Nathans_Bylichka,fiction, 
Nathans_Bylichka_2811_2865,3.0,3.0,3.5,0.0,0.0,0.5,4,lets not get fucked up tonight though okay rache ?,Nathans_Bylichka,fiction, 
NYTnewswire9_1446_1548,3.0,3.0,3.0,0.0,0.0,0.0,5,and the first person he chose to join him was karnes though he couldn ' t reveal the mission to karnes .,NYTnewswire9,newspaper,nyt
SemEval_1406,2.8,2.6,3.4,0.4,0.49,0.49,5,a nap a day may keep the heart doctor away,SemEval,SemEval,
WhatToHongKong_23718_23790,3.2,3.8,3.2,0.4,0.75,0.4,5,the more daring can try out the terrifying roller coaster rides .,WhatToHongKong,travel-guides, 
SemEval_1012,2.8,2.8,2.8,0.4,0.4,0.4,5,bush declares iran ' s arms role in iraq is certain,SemEval,SemEval,
HistoryLasVegas_4556_4684,3.4,3.0,3.0,0.49,0.0,0.0,5,his determination had other results as well : gass was named a justice of the peace and a territorial legislator .,HistoryLasVegas,travel-guides, 
hotel-california_30105_30135,3.0,3.0,2.67,0.0,0.0,0.47,3,asked kishori sympathetically .,hotel-california,fiction, 
SemEval_633,3.2,3.2,3.2,0.4,0.4,0.4,5,rio de janeiro journal : drawing lines across the sand between classes,SemEval,SemEval,
How_soon-Lebron-James_1824_1883,3.0,2.6,2.8,0.0,0.49,0.4,5,1 . winning a title is expected immediately wherever he goes,How_soon-Lebron-James,blog, 
hotel-california_3795_3834,3.0,3.2,3.6,0.0,0.4,0.49,5,we ' re selective about our passengers,hotel-california,fiction, 
A_defense_of_Michael_Moore_22268_22478,3.0,3.0,3.0,0.0,0.0,0.0,5,never mind that in a regime that is controlled by warlords it does not matter who is authorized to distribute the aid the ruling regional warlords will seize control of it and use it to their own advantage .,A_defense_of_Michael_Moore,essays, 
Nathans_Bylichka_12177_12258,3.0,3.4,3.2,0.0,0.49,0.4,5,i hopped out ran after him and reached him just as he was knocking on the door .,Nathans_Bylichka,fiction, 
detroit_502_547,3.0,3.4,2.8,0.0,0.49,0.4,5,what ' s left behind when an economy collapses ?,detroit,blog, 
IntroDublin_5560_5713,3.2,3.4,3.2,0.4,0.8,0.4,5,dublin has international restaurants galore and the new irish cuisine is built upon fresh products of irelands seas rivers and farms .,IntroDublin,travel-guides, 
vampires_3662_3694,3.0,3.0,3.0,0.0,0.0,0.82,3,make sure you read that one too .,vampires,blog, 
cable_spool_fort_7622_7717,3.0,3.2,3.0,0.0,0.4,0.0,5,something whined as it spun past chad ' s ear and he heard a sharp meaty thunk just behind him .,cable_spool_fort,fiction, 
110CYL068_1811_1946,3.0,3.0,3.0,0.0,0.0,0.0,3,he trained in desktop publishing and combined his enthusiastic work ethic with new found skills in a burgeoning industry .,110CYL068,letters,philanthropic-fundraising
cable_spool_fort_5037_5052,2.6,3.8,3.6,1.02,0.4,1.02,5,no time outs !,cable_spool_fort,fiction, 
detroit_924_940,3.4,3.6,3.2,0.49,0.49,0.4,5,i was intrigued .,detroit,blog, 
Black_and_white_16664_16851,3.4,3.2,3.2,0.49,0.4,0.4,5,kitsch is a product of the industrial revolution which urbanized the masses of western europe and america and established what is called universal literacy,Black_and_white,essays, 
appalachian1_3342_3431,3.2,3.2,3.2,0.4,0.4,0.4,5,despite centuries of neglectwildlife still abounds in the 12 states where we are active .,appalachian1,letters,solicitation-brochures
Uprooted_Bike_1004_1090,3.0,2.4,3.2,0.0,1.2,0.4,5,it started in 2001 when andrew would ride around town pulling bikes out of dumpsters .,Uprooted_Bike,blog, 
hotel-california_21860_21880,3.0,3.33,3.0,0.0,0.47,0.0,3,it was all so fast .,hotel-california,fiction, 
Ant_Robot_28855_28950,2.83,2.67,3.0,0.37,0.75,0.0,6,to avoid bumping into things ( including other ants ) antie be provided with an escape function .,Ant_Robot,essays, 
lw1_1184_1259,3.0,3.0,3.0,0.0,0.0,0.0,3,she returned to her watch regarding her own reflection in the long window .,lw1,fiction, 
guidedogs1_2450_2489,3.6,3.4,3.4,0.49,0.49,0.49,5,for one thing people are nicer to you .,guidedogs1,letters,solicitation-brochures
easy_money_10529_10588,3.0,3.0,3.0,0.0,0.0,0.0,5,and the markers were carved later not be whoever built it .,easy_money,fiction, 
Nathans_Bylichka_12798_12850,2.2,3.2,3.0,0.4,0.75,0.63,5,yeah one time man but you were pretty fucked up .,Nathans_Bylichka,fiction, 
The_Black_Willow_7280_7385,3.0,3.0,4.0,0.0,0.0,0.82,3,if only you would restrain this morbid impulse of yours you might write something really worth reading .,The_Black_Willow,fiction, 
anth_essay_4_9365_9515,3.0,3.0,3.2,0.0,0.0,0.4,5,no longer ruled by western laws and discourse communities are forced to assess the efficacy of their old judicial systems in light of the modern era .,anth_essay_4,essays, 
blog-new-year's-resolutions_2526_2537,3.0,3.0,3.0,0.0,0.0,0.0,5,the studies,blog-new-year's-resolutions,blog, 
SemEval_657,3.0,3.0,3.2,0.0,0.0,0.4,5,iran steps up production of weapons grade uranium,SemEval,SemEval,
A_defense_of_Michael_Moore_15485_15716,2.6,3.4,2.6,0.49,0.49,0.49,5,"opinions may vary on how tasteless it was for heston to hold a pro gun rally on the location of the nation ' s youngest school shooting months after the fact but this sequence of "" bowling "" is without doubt the most unfair to heston .",A_defense_of_Michael_Moore,essays, 
112C-L016_722_804,2.4,2.8,2.8,0.49,0.4,0.4,5,but the holiday season is a particularly difficult time for these families .,112C-L016,letters,philanthropic-fundraising
detroit_281_404,2.8,2.8,3.0,0.4,0.4,0.0,5,the longtime center of american automotive manufacturing was gutted when the big three car companies simultaneously failed .,detroit,blog, 
wsj_0120_4096_4239,3.0,3.2,3.0,0.0,0.4,0.0,5,concerned about shrinking landfills and the safety of chemicals used in super absorbent disposables parents are returning to the cloth diaper .,wsj_0120,newspaper,wsj
sucker_514_672,2.8,3.0,2.8,0.4,0.63,0.4,5,in the vividly told book ms . seltzer wrote about her african american foster brothers terrell and taye who joined the bloods gang when they were 11 and 13 .,sucker,blog, 
WhereToHongKong_21975_22105,3.0,3.0,3.25,0.0,0.0,0.43,4,kowloons main street was created by sir matthew nathan when he was governor of hong kong at the turn of the 19th century .,WhereToHongKong,travel-guides, 
